Shrt_Desc	Calories
"BEEF,ASTRL,WGYU,LN,TP LN STK/RST,BNLS LN, AUS MRBL SC 4/5 RW"	776
"BEEF,ASTRLN,WGYU,LOIN,TOP LN STK/RST,BNLS,LN, MRBL SCR 9,RAW"	1188
"BEE,ASTRLN,WGYU,RB,SML END RB STK/RST,BLS,LN,MRBLSCR 4/5,RAW"	800
"BEE,ASTRLN,WAGYU,RB,SMLEND RB STK/RST,BNLS,LN,MRBL SCR 9,RAW"	1244
"BEEF,ASTRLN,GRSSFD,LN,TPSRLN CAPOFF STK/RST,BNLS,LN & FT,RAW"	570
"BEEF,ASTRLN,GRSFD,RIB,RBEYE STK/RST LIP-ON,BNLS,LN & FAT,RAW"	760
"BEEF,ASTRLN,GRSSFD,RND,BTTM RND STEAK/RST,BNLS,LN & FAT,RAW"	472
"BEEF,ASTRLN,GRSFD,RND,TOPRND CAPOFF STK/RST,BNLS,LN & FT,RAW"	984
"BEEF,ASTRLN,WGYU,LN,TOPLN STK/RST,BLS,LN&FAT,MRBL SCR 4/5,RW"	1006
"BEEF,AUSTRALIAN,WAGYU,LOIN,TOP LN STK/RST,LN & FAT,MRBL SCR"	1407
"BEEF,ASTRLN,WAGYU,RIB,SMLND RB STK/RST,BNLS,LN &FAT,MRBL SCR"	1084
"BEEF,ASTRLN,WGYU,RB,SML END RB STK/RST,BNLS,LN &FAT,MRBL SCR"	1527
"BEEF,ASTRLN,WGYU,LN,TNDRLN STK/RST,BNLS,LN&FT,MRBL SCR 9,RAW"	429
"USDA COMMODITY,BF PATTIES W/VPP,FRZ,CKD"	168
"USDA COMMODITY,BF,GROUND BULK/COARSE GROUND,FRZ,CKD"	73
"USDA COMMODITY,BF,PATTIES (100%),FRZ,CKD"	159
"USDA COMMODITY,BF PATTIES W/VPP,FRZ,RAW"	191
"USDA COMMODITY,BF,PATTIES (100%),FRZ,RAW"	0
"USDA COMMODITY,BF,GROUND,BULK/COARSE GROUND,FRZ,RAW"	194
"BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,ALL GRDS,CKD,BRLD"	135
"BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRLD"	173
"BEEF,CHUCK,CLOD RST,LN,1/4"" FAT,ALL GRDS,RAW"	37
"BEEF,CHUCK,CLOD RST,LN,0"" FAT,ALL GRDS,CKD,RSTD"	146
"BEEF,CHUCK,CLOD RST,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,RSTD"	147
"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED"	149
"BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,BRSD"	161
"BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD"	137
"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD"	135
"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,CHOIC,CKD,BRLD"	193
"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,SEL,CKD,BRLD"	170
"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD"	184
"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,SEL,CKD,RSTD"	167
"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED"	158
"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED"	150
"BEEF,PLATE,SKIRT STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD"	187
"BEEF,PLATE,OUTSIDE SKIRT,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD"	217
"BEEF,SIRLOIN,TRI-TIP STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD"	225
"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD"	136
"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD"	184
"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD"	176
"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GRILLED"	155
"BEEF,GROUND,95% LN MEAT / 5% FAT,RAW"	116
"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,BRLD"	145
"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,PAN-BROILED"	139
"BEEF,GROUND,95% LN MEAT / 5% FAT,CRUMBLES,CKD,PAN-BROWNED"	164
"BEEF,GROUND,95% LN MEAT / 5% FAT,LOAF,CKD,BKD"	148
"BEEF,GROUND,90% LN MEAT / 10% FAT,RAW"	150
"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,BRLD"	184
"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,PAN-BROILED"	173
"BEEF,GROUND,90% LN MEAT / 10% FAT,CRUMBLES,CKD,PAN-BROWNED"	196
"BEEF,GROUND,90% LN MEAT / 10% FAT,LOAF,CKD,BKD"	182
"BEEF,GROUND,85% LN MEAT / 15% FAT,RAW"	183
"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,BRLD"	213
"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,PAN-BROILED"	197
"BEEF,GROUND,85% LN MEAT / 15% FAT,CRUMBLES,CKD,PAN-BROWNED"	218
"BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD"	204
"BEEF,GROUND,80% LN MEAT / 20% FAT,RAW"	216
"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,BRLD"	230
"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,PAN-BROILED"	209
"BEEF,GROUND,80% LN MEAT / 20% FAT,CRUMBLES,CKD,PAN-BROWNED"	231
"BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD"	216
"BEEF,GROUND,75% LN MEAT / 25% FAT,RAW"	249
"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD"	236
"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED"	211
"BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED"	235
"BEEF,GROUND,75% LN MEAT / 25% FAT,LOAF,CKD,BKD"	216
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,RAW"	38
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,RAW"	42
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW"	36
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,RAW"	38
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD"	53
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD"	55
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD"	48
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD"	50
"BEEF,RND,BTTM RND RST,LN,1/8"" FAT,SEL,CKD,RSTD"	46
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,CKD,RSTD"	46
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD"	50
"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD"	58
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,RAW"	36
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD"	56
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW"	36
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,RAW"	35
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,CKD,RSTD"	48
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,RAW"	40
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD"	57
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW"	43
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,CKD,BRSD"	61
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,RAW"	37
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,CKD"	46
"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRSD"	61
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD"	54
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW"	39
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD"	52
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,RAW"	38
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD"	50
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW"	37
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW"	39
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW"	37
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD"	64
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,CKD,BRSD"	58
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,RAW"	36
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,RAW"	40
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,RAW"	40
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD"	51
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD"	50
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD"	55
"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRSD"	65
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW"	42
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW"	45
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW"	38
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8""FAT,CHOIC,CKD,BRLD"	57
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW"	44
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD"	58
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD"	53
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD"	57
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW"	35
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW"	35
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD"	58
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,CKD,BRSD"	54
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,RAW"	34
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW"	37
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,SEL,RAW"	36
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,CKD,BRLD"	55
"BEEF,VAR MEATS & BY-PRODUCTS,TRIPE,CKD,SIMMRD"	80
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,ALL GRDS,RAW"	371
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,CKD,RSTD"	1141
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,RAW"	417
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,CKD,RSTD"	979
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,RAW"	325
"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,RAW"	1624
"BEEF,RND,TIP RND,RST,LN,0"" FAT,CHOIC,RAW"	1810
"BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,RAW"	1448
"BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD"	712
"BEEF,FLANK,STEAK,LN,0"" FAT,SEL,CKD,BRLD"	675
"BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW"	265
"BEEF,FLANK,STEAK,LN,0"" FAT,SEL,RAW"	237
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW"	1207
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,RAW"	1297
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD"	1219
"POPCORN,OIL-POPPED,LOFAT"	114
"POPCORN,OIL-POPPED,LOFAT"	120
"SNACKS,POPCORN,UNPOPPED KRNLS"	106
"SNACKS,CANDY ROLLS,YOGURT-COVERED,FRUIT FLAV W/ HI VIT C"	83
"FORM BAR,MARS SNACK US,SNICKERSMARATHONCHEWCHOCPNUT BAR"	218
"FORM BAR,MARS SNKF US,SNICKERS MARATHON MULTIGRNCRUNCH"	232
"FORM BAR,MARS SNACK US,SNICKERS MARATHON DOUBLE CHOC NUT BAR"	189
"SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,PNUT BUTTER"	130
"FORM BAR,MARS SNACKFOOD US,SNICKERS MARATHON HON NUT OAT BAR"	208
"SNACKS,M&M MARS,KUDOS WHL GRAIN BAR,M&M'S MILK CHOC"	100
"FORM BAR,MARS SNACKFOOD US,COCOAVIA,CHOC ALMOND"	76
"SNACKS,SWT POTATO CHIPS,UNSALTED"	151
"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN SNACK,ORIGINAL FLAVOR"	139
"SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL"	42
"FORMBAR,MARSSNACK,SNICKERS MARATHONPROTPERFBAR,CARMELNUTRUSH"	332
"FORM BAR,MARS SNACK US,SNICKERS MARATHON ENERGY BAR,ALL FLAV"	212
"FORMULATED BAR,POWER BAR,CHOC"	247
"FORM BAR,MARS SNACKFOOD US,COCOAVIA,CHOC BLUEBERRY"	72
"FORMULATED BAR,SLIM-FAST OPTIMA MEAL BAR,MILK CHOC PNUT"	212
"FORMULATED BAR,LUNA BAR,NUTZ OVER CHOC"	193
"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN,FRENCH ONION FLAVOR"	141
"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN,HARVEST CHEDDAR"	139
"PRETZELS,SOFT,UNSALTED"	483
"SNACKS,SOY CHIPS OR CRISPS,SALTED"	109
"POPCORN,MICROWAVE,REG (BUTTER) FLAVOR,MADE W/ PALM OIL"	463
"SNACKS,PLANTAIN CHIPS,SALTED"	151
"TORTILLA CHIPS,YEL,PLN,SALTED"	141
"SNACKS,VEG CHIPS,HAIN CELESTIAL GROUP,TERRA CHIPS"	147
"FORM BAR,ZONE PERFECT CLASSIC CRUNCH BAR,MXD FLAVORS"	211
"SNACKS,GRANOLA BAR,KASHI GOLEAN,CHEWY,MXD FLAVORS"	304
"SNACKS,GRANOLA BAR,KASHI TLC BAR,CHEWY,MXD FLAVORS"	150
"SNACKS,GRANOLA BAR,KASHI GOLEAN,CRUNCHY,MXD FLAVORS"	185
"SNACKS,GRANOLA BAR,CHEWY,RED SUGAR,ALL FLAVORS"	99
"SNACKS,GRANOLA BITES,MXD FLAVORS"	90
"SNACKS,PITA CHIPS,SALTED"	1197
"SNACKS,GRANOLA BARS,SOFT,ALMOND,CONFECTIONERS COATING"	159
"SNACKS,GRANOLA BARS,QUAKER OATMEAL TO GO,ALL FLAVORS"	233
"SNACKS,VEG CHIPS,MADE FROM GARDEN VEG"	134
"SNACKS,GRANOLA BAR,KASHI TLC BAR,CRUNCHY,MXD FLAVORS"	178
"SNACKS,CANDY BITS,YOGURT COVERED W/ VIT C"	83
"Formulated bar, high fiber, chewy, oats and chocolate"	140
"SNACKS,BAGEL CHIPS,PLN"	128
"SNACKS,NUTRI-GRAIN FRUIT & NUT BAR"	129
"SNACKS,YUCCA (CASSAVA) CHIPS,SALTED"	146
"Snacks, CLIF BAR, mixed flavors"	235
"SNACKS,GRANOLA BAR,QUAKER,CHEWY,90 CAL BAR"	98
"Snac, grano bar, GENER MILLS NATURE VALL, SWE&SAL NUT, peanu"	170
"Snack,gran bar,GENERAL MILLS, NATURE VALLEY, w yogu coati"	148
"Snac, grano bar, GENER MILLS, NATUR VALLE, CHEWY TRAIL MIX"	0
"Snacks, granola bar, QUAKER, DIPPS, all flavors"	149
"SOUP,EGG DROP,CHINESE RESTAURANT"	65
"SOUP,HOT & SOUR,CHINESE RESTAURANT"	91
"SOUP,WONTON,CHINESE RESTAURANT"	71
"CAMPBELL'S CHUNKY SOUPS,BF STEW - FULL"	169
"CAMPBELL'S CHUNKY SOUPS,BF STROGANOF -"	250
"CAMPBELL'S CHUNKY,HEALTHY REQUEST BF BARLEY SOUP"	140
"CAMPBELL'S CHNKY,HEALTHY REQUST MICROWAVBL ,CHICK NODLE SOUP"	120
"HLTHY RQST MCRWVBL BWL,GRLL CHICK SSAGE GMB"	130
"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUES"	130
"CAMPBELL'S CHUNKY SOUPS,RIGATONI & MEA"	211
"CAMPBELL'S CHUNKY SOUPS,TURKEY POT PIE"	201
"CAMPBELL'S RED & WHITE,CHICK BARLEY W/"	89
"CAMPBELL'S RED & WHITE,ITALIAN STYLE W"	89
"CAMPBELL'S RED & WHITE,SOUPER SHAPES S"	79
"CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA"	120
"CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA"	130
"CAMPBELL'S, SEL SOUP,HARVEST TOMATO W/ BASIL SOUP"	100
"CAMPBELL'S SEL SOUP,ZESTY AZTECA MEATB"	130
"CAMPBELL'S SEL SOUPS,HEALTHY REQUEST C"	108
"CAMPBELL'S SOUP AT HAND,25% LESS NA CH"	79
"CAMPBELL'S SOUP AT HAND,25% LESS NA CL"	119
"CAMPBELL'S SEL GOLD LABEL SOUPS,CREAMY"	201
"CAMPBELL'S SEL GOLD LABEL SOUPS,ITALIA"	91
"CAMPBELL'S SEL GOLD LABEL SOUPS,SOUTHW"	149
"PACE,PICO DE GALLO"	10
"PACE,SALSA VERDE"	15
"PACE,TEQUILA LIME SALSA"	15
"PACE,TRIPLE PEPPER SALSA"	15
"CAMPBELL'S RED & WHITE,LENTIL SOUP,COND"	140
"PREGO PASTA,HEART SMART- TRADITIONAL S"	70
"CAMPBELL'S,RED & WHITE,98% FAT FREE CRM OF MUSHROOM SOUP,CON"	60
"SOUP,RAMEN NOODLE,DRY,ANY FLAVOR,RED FAT,RED NA"	140
"SOUP,CLAM CHOWDER,NEW ENGLAND,CND,RTS"	201
"SOUP,CLAM CHOWDER,NEW ENGLAND,RED NA,CND,RTS"	363
"SOUP,CHICK NOODLE,RED NA,CND,RTS"	100
"SOUP,BF & VEG,RED NA,CND,RTS"	103
"SAUCE,DUCK,RTS"	81
"SAUCE,SALSA,VERDE,RTS"	11
"SAUCE,STEAK,TOMATO BSD"	32
"SAUCE,TARTAR,RTS"	63
"SAUCE,SWT & SOUR,RTS"	53
"SAUCE,COCKTAIL,RTS"	74
"DIP,SALSA CON QUESO,CHS & SALSA- MED"	43
"DIP,OLD EL PASO,CHS 'N SALSA,MED"	41
"DIP,TOSTITOS,SALSA CON QUESO,MED"	40
"SAUCE,BARBECUE,SWT BABY RAY'S,ORIGINAL"	35
"SAUCE,BARBECUE,BULL'S-EYE,ORIGINAL"	27
"SAUCE,BARBECUE,KC MASTERPIECE,ORIGINAL"	29
"SAUCE,BARBECUE,OPEN PIT,ORIGINAL"	22
"KELLOGG'S,EGGO,MINI MUFFIN TOPS,CHOC CHIP"	138
"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,MXD BERRY GRANOLA"	389
"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,STRAWBERRY GRANOL"	399
"KELLOGG'S,EGGO,PANCAKES,BLUEBERRY"	257
"KELLOGG'S,EGGO,PANCAKES,CHOC CHIP"	266
"KELLOGG'S,CINNABON,PANCAKES,CARAMEL"	268
"KELLOGG'S,CINNABON,PANCAKES,ORIGINAL"	271
"KELLOGG'S,EGGO,WAFFLERS,BROWN SUGAR CINN ROLL"	252
"KELLOGG'S,EGGO,WAFFLERS,STRAWBERRY STRUDEL"	242
"KELLOGG'S,EGGO,WAFFLES,BLUEBERRY"	186
"KELLOGG'S,EGGO,WAFFLES,BTTRMLK"	195
"KELLOGG'S,EGGO,WAFFLES,CINN TOAST"	299
"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,BTTRMLK"	159
"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,CHOC CHIP"	181
"KELLOGG'S,EGGO,WAFFLES,FRENCH TOAST"	137
"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE"	195
"KELLOGG'S,EGGO PROT,WAFFLES,HOMESTYLE"	197
"KASHI,TLC,PITA CRISPS,SEA SALT"	118
"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,BLUEBERRY"	180
"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT"	188
"KASHI,TLC,PITA CRISPS,ZESTY SALSA"	118
"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,ORIGINAL"	167
"KELLOGG'S,EGGO SEASONS,WAFFLES,PUMPKIN SPICE"	207
"KELLOGG'S,SIMPLY EGGO,ORIGINAL"	206
"KELLOGG'S,EGGO,WAFFLES,STRAWBERRY"	186
"KELLOGG'S,EGGO,THICK & FLUFFY,WAFFLES,BROWN SUGAR"	169
"KELLOGG'S,EGGO,THICK & FLUFFY,WAFFLES,ORIGINAL"	162
"FAMOUS AMOS,CHOC CHIP COOKIES"	146
"FAMOUS AMOS,CHOC CHIP PECAN COOKIES"	151
"GIRL SCOUTS,CARAMEL DULCE DE LECHE COOKIES"	156
"GIRL SCOUTS,CHALET COOKIES"	172
"GIRL SCOUTS,DO-SI-DOS COOKIES"	115
"GIRL SCOUTS,SAMOAS COOKIES"	142
"GIRL SCOUTS,TAGALONGS COOKIES"	140
"GIRL SCOUTS,THANK U BERRY MUNCH COOKIES"	123
"GIRL SCOUTS,THIN MINTS COOKIES"	161
"GIRL SCOUTS,TREFOILS COOKIES"	164
"JACKSON'S,OLD FASHIONED LEMON JUMBLE COOKIES"	150
"JACKSON'S,OLD FASHIONED VANILLA WAFERS"	136
"KASHI,TLC,HAPPY TRAIL MIX COOKIES"	136
"KASHI,TLC,OATMEAL DK CHOC COOKIES"	128
"KASHI,TLC,OATMEAL RAISIN FLAX COOKIES"	124
"KASHI,TLC,HONEY SESAME CRACKERS"	119
"KEEBLER,ANIMALS,COOKIES"	180
"KEEBLER,ANIMALS,FRSTD COOKIES"	157
"KEEBLER,ANIMALS,ICED COOKIES"	138
"KEEBLER,ANIMALS,CRACKERS"	131
"KEEBLER,BAKER'S TREASURES,CHOC CHIP COOKIE,SOFT"	140
"KEEBLER,BAKER'S TREASURES,OATMEAL RAISIN COOKIE,SOFT"	134
"KEEBLER,CHS & CHEDDAR SNDWCH CRACKERS"	196
"KEEBLER,CLUB & CHEDDAR SNDWCH CRACKERS"	193
"KEEBLER,CHS ON WHEAT SNDWCH CRACKERS"	195
"KEEBLER,CHIPS DELUXE,CHOC LOVERS COOKIES"	163
"KEEBLER,CHIPS DELUXE,CHOC MALT CHUNK COOKIES"	166
"KEEBLER,CHIPS DELUXE,COCNT COOKIES"	159
"KEEBLER,CHIPS DELUXE,DK CHOC CHUNK COOKIES"	166
"KEEBLER,CHIPS DELUXE,MINI CHOC CHIP COOKIES"	169
"KEEBLER,CHIPS DELUXE,OATMEAL CHOC CHIP COOKIES"	155
"KEEBLER,CHIPS DELUXE,ORIGINAL CHOC CHIP COOKIES"	155
"KEEBLER,CHIPS DELUXE,PNUT BUTTER CUPS COOKIES"	166
"KEEBLER,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES"	156
"KEEBLER,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES,BITE SIZE"	141
"KEEBLER,CHIPS DELUXE,SOFT 'N CHEWY CHOC CHIP COOKIES"	144
"KEEBLER,CLUB,BUTTERY GARLIC CRACKERS"	68
"KEEBLER,CLUB,DASH OF SALT CRACKERS"	69
"KEEBLER,CLUB,MINIS ORIGINAL CRACKERS"	72
"KEEBLER,CLUB,MINIS MULTIGRAIN CRACKERS"	71
"KEEBLER,CLUB,MULTIGRAIN CRACKERS"	65
"KEEBLER,CLUB,ORIGINAL CRACKERS"	68
"KEEBLER,CLUB,RED FAT CRACKERS"	71
"KEEBLER,CLUB CRACKERS,SNACK STKS,HONEY WHEAT"	137
"KEEBLER,CLUB CRACKERS,SNACK STKS,ORIGINAL"	138
"KEEBLER,COUNTRY STYLE OATMEAL COOKIES W/ RAISINS"	135
"KEEBLER,DANISH WEDDING COOKIES"	131
"KEEBLER,E.L. FUDGE,BUTTER FLAV COOKIES"	174
"KEEBLER,E.L. FUDGE,DOUBLE STUFFED COOKIES"	179
"KEEBLER,FUDGE SHOPPE,CHEESECAKE MIDDLES,DK CHOC"	132
"KEEBLER,FUDGE SHOPPE,CHEESECAKE MIDDLES,ORIGINAL GRAHAM COOK"	132
"KEEBLER,FUDGE SHOPPE,MINT CREME MIDDLES,CHOC GRAHAM COOKIES"	134
"KEEBLER,FUDGE SHOPPE,COCNT DREAMS COOKIES"	140
"KEEBLER,FUDGE SHOPPE,DELUXE GRAHAMS COOKIES"	138
"KEEBLER,FUDGE SHOPPE,CARAMEL FILLED COOKIES"	152
"KEEBLER,FUDGE SHOPPE,PNUT CREME FILLED COOKIES"	161
"KEEBLER,FUDGE SHOPPE,TRIPLE FUDGE FILLED COOKIES"	165
"KEEBLER,FUDGE SHOPPE,FUDGE-DIPPED ICE CRM CUPS"	39
"KEEBLER,FUDGE SHOPPE,FUDGE GRAHAMS,1/2 DIPPED,RED FAT"	127
"KEEBLER,FUDGE SHOPPE,FUDGE STKS"	153
"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,DK CHOC"	151
"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,HOLIDAY/SPIDERMAN"	154
"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,MINI"	199
"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,OATMEAL"	148
"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,ORIGINAL"	155
"KEEBLER,FUDGE SHOPPE,GRASSHOPPER COOKIES,FUDGE MINT"	145
"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,VANILLA"	164
