Shrt_Desc	Calories
"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,PNUT BUTTER"	166
"KEEBLER,FUDGE SHOPPE,MAGIC MIDDLES FUDGE FILLED COOKIES,ORIG"	156
"KEEBLER,FUDGE SHOPPE,MERRY MINT PATTIES,HOLIDAY"	137
"KEEBLER,FUDGE SHOPPE,MAGIC MIDDLES FUDGE FILLED COOKIES,PNUT"	154
"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,MINT"	163
"KEEBLER,FUDGE SHOPPE,FUDGE STKS,PNUT BUTTER"	158
"KEEBLER,CINN TOAST GRAHAMS"	159
"KEEBLER,GRIPZ,CHIPS DELUXE,CHOC CHIP COOKIES,BITE-SIZE"	118
"KEEBLER,GRIPZ,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES,BITE-SI"	118
"KEEBLER,GRIPZ,CHOC CHIP GRAHAMS,BITE-SIZE"	108
"KEEBLER,GRIPZ,CINN GRAHAMS,BITE-SIZE"	104
"KEEBLER,ALMOND CRESCENTS COOKIES,HOLIDAY"	135
"KEEBLER,GINGERBREAD MEN COOKIES,HOLIDAY"	147
"KEEBLER,HOLIDAY JINGLES COOKIES"	136
"KEEBLER,ICED OATMEAL COOKIES"	135
"KEEBLER,TOAST & PNUT BUTTER SNDWCH CRACKERS"	191
"KEEBLER,READY CRUST,CHOC PIE CRUST"	103
"KEEBLER,READY CRUST,SHORTBREAD PIE CRUST"	105
"KEEBLER,100 CAL RIGHT BITES,CHIPS DELUXE,CHOC CHIP COOKIES"	95
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,DK CHOC FUDGE STRIP"	101
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,FUDGE COVERED PRETZ"	96
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,COOKIES 'N CREME"	94
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI BROWNIES"	96
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI FUDGE GRAHAMS"	93
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI FUDGE STRIPES"	99
"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI MINTS GRASSHOP"	96
"KEEBLER,100 CAL RIGHT BITES,SANDIES SHORTBREAD COOKIES,FUDGE"	97
"KEEBLER,100 CAL RIGHT BITES,SANDIES SHORTBREAD COOKIES"	98
"KEEBLER,100 CAL RIGHT BITES,WHITE FUDGE DIPPED PRETZELS"	101
"KEEBLER,SANDIES,CASHEW SHORTBREAD COOKIES"	161
"KEEBLER,SANDIES,CHOC CHIP & PECAN SHORTBREAD COOKIES"	169
"KEEBLER,SANDIES,DK CHOC ALMOND SHORTBREAD COOKIES"	162
"KEEBLER,SANDIES,PECAN SHORTBREAD COOKIES"	168
"KEEBLER,SANDIES,PECAN SHORTBREAD COOKIES,BITE SIZE"	153
"KEEBLER,SANDIES,PECAN SHORTBREAD COOKIES,RED FAT"	151
"KEEBLER,SOFT BATCH,CHOC CHIP COOKIES"	153
"KEEBLER,SWT CREMES COOKIES"	178
"KEEBLER,TSTD COCNT COOKIES"	181
"KEEBLER,TOASTEDS,BUTTERCRISPS CRACKERS"	79
"KEEBLER,TOASTEDS,PARTY PK CRACKER ASSORTMENT"	77
"KEEBLER,TOASTEDS,ONION CRACKERS"	77
"KEEBLER,TOASTEDS,SESAME CRACKERS"	79
"KEEBLER,TOASTEDS,WHEAT CRACKERS"	75
"KEEBLER,TOWN HOUSE,BISTRO MULTIGRAIN CRACKERS"	74
"KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,CHS"	71
"KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,GARLIC HERB"	73
"KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,ORIGINAL"	73
"KEEBLER,TOWN HOUSE,ORIGINAL CRACKERS"	84
"KEEBLER,TOWN HOUSE,RED FAT CRACKERS"	65
"KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,RED FAT"	63
"KEEBLER,TOWN HOUSE,TOPPERS,GARLIC HERB CRACKERS"	68
"KEEBLER,TOWN HOUSE,TOPPERS,MULTIGRAIN CRACKERS"	65
"KEEBLER,TOWN HOUSE,TOPPERS,ORIGINAL CRACKERS"	68
"KEEBLER,TOWN HOUSE,WHEAT CRACKERS"	78
"KEEBLER,TOWN HOUSE,FLATBREAD CRISPS,SEA SALT & OLIVE OIL CRA"	66
"KEEBLER,TRADITIONS,ICED LEMONADE COOKIES"	146
"KEEBLER,TRADITIONS,ICED OATMEAL COOKIES"	148
"KEEBLER,VANILLA WAFERS MINIS,RAINBOW"	140
"KEEBLER,VIENNA FINGERS W/ CREME FILLING"	153
"KEEBLER,VIENNA FINGERS W/ CREME FILLING,RED FAT"	144
"KEEBLER,WAFFLE BOWLS"	51
"KEEBLER,WAFFLE CONES"	51
"KEEBLER,WHEATABLES,HONEY WHEAT CRACKERS"	142
"KEEBLER,WHEATABLES,NUT CRISP CRACKERS,RSTD ALMOND"	142
"KEEBLER,WHEATABLES,NUT CRISP CRACKERS,TSTD PECAN"	145
"KELLOGG'S,ALL-BRAN,GARLIC & HERB CRACKERS"	140
"KELLOGG'S,ALL-BRAN,MULTIGRAIN CRACKERS"	125
"KELLOGG'S,CORN FLAKES CRUMBS"	121
"KELLOGG'S,POP-TARTS,FRSTD APPL STRUDEL TOASTER PASTRIES"	198
"KELLOGG'S,POP-TARTS,FRSTD BLUEBERRY MUFFIN TOASTER PASTRIES"	199
"KELLOGG'S,POP-TARTS,CHOC CHIP COOKIE DOUGH TOASTER PASTRIES"	194
"KELLOGG'S,POP-TARTS,FRSTD CINN ROLL TOASTER PASTRIES"	208
"KELLOGG'S,POP-TARTS,FRSTD CONFETTI CAKE TOASTER PASTRIES"	188
"KELLOGG'S,POP-TARTS,FRSTD COOKIES & CREME TOASTER PASTRIES"	190
"KELLOGG'S,POP-TARTS,FRSTD ORANGE CRM TOASTER PASTRIES"	201
"KELLOGG'S,POP-TARTS,FRSTD PUMPKIN PIE TOASTER PASTRIES"	197
"KELLOGG'S,POP-TARTS,FRSTD SPRING BERRY TOASTER PASTRIES"	203
"KELLOGG'S,POP-TARTS,FRSTD SUGAR COOKIE TOASTER PASTRIES"	197
"KELLOGG'S,POP-TARTS,FRSTD WAFFLE CONE TOASTER PASTRIES"	187
"KELLOGG'S,POP-TARTS,FRSTD WILD FRUIT FUSION TOASTER PASTRIES"	196
"KELLOGG'S,POP-TARTS,FRSTD WILD GRAPE TOASTER PASTRIES"	195
"KELLOGG'S,POP-TARTS,FRSTD WILD STRAWBERRY TOASTER PASTRIES"	196
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD HOT FUDGE SUNDAE TO"	188
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD ICE CREME SNDWCH TO"	187
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD RAINBOW CHIP TOASTE"	200
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD STRAWBERRY MILKSHAK"	191
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD VANILLA MILKSHAKE T"	191
"KELLOGG'S,POP-TARTS MINI CRISPS,CINN BROWN SUGAR BKD BITES"	100
"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD CHOC BKD BITES"	101
"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD STRAWBERRY BKD BITES"	44
"KELLOGG'S,SPL K,CRACKER CHIPS,CHEDDAR"	115
"KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT"	108
"KELLOGG'S,SPL K,CRACKER CHIPS,SOUR CRM & ONION"	110
"KELLOGG'S,SPL K,CRACKER CHIPS,SOUTHWEST RANCH"	114
"KELLOGG'S,SPL K,MULTIGRAIN CRACKERS"	120
"KELLOGG'S,SPL K,SAVORY HERB CRACKERS"	122
"KELLOGG'S,POP-TARTS,GINGERBREAD TOASTER PASTRIES"	197
"KELLOGG'S,POP-TARTS,YUM-AZING VANILLA MILKSHAKE TOASTER PAST"	199
"MOTHER'S,4TH OF JULY CIRCUS ANIMAL COOKIES"	141
"MOTHER'S,CHOC CHIP COOKIES"	147
"MOTHER'S,CIRCUS ANIMAL COOKIES"	149
"MOTHER'S,COCNT COCADAS COOKIES"	160
"MOTHER'S,DOUBLE FUDGE CREME SNDWCH COOKIES"	174
"MOTHER'S,ENG TEA SNDWCH COOKIES"	178
"MOTHER'S,HALLOWEEN CIRCUS ANIMALS COOKIES"	149
"MOTHER'S,HOLIDAY CIRCUS ANIMAL COOKIES"	149
"MOTHER'S,ICED LEMONADE COOKIES"	146
"MOTHER'S,ICED OATMEAL COOKIES"	148
"MOTHER'S,JUNGLE ANIMAL COOKIES"	149
"MOTHER'S,MACAROON COOKIES"	171
"MOTHER'S,OLD FASHIONED CHOC CHIP COOKIES"	160
"MOTHER'S,OLD FASHIONED ICED OATMEAL COOKIES"	143
"MOTHER'S,PNUT BUTTER GAUCHOS COOKIES"	183
"MOTHER'S,TAFFY SNDWCH COOKIES"	181
"MURRAY,SUGAR FREE,VANILLA SUGAR WAFER"	128
"MURRAY,CHOCOLATEY CHIP THINS COOKIES"	140
"MURRAY,COOKIE JAR CLASSICS,COCNT BARS COOKIES"	148
"MURRAY,DUPLEX CREME SNDWCH COOKIES"	138
"MURRAY,LEMON CREME SNDWCH COOKIES"	139
"MURRAY,JACKS VANILLA WAFERS"	140
"MURRAY,OLD FASHIONED ICED OATMEAL COOKIES"	151
"MURRAY,SOUTHERN KITCHEN,CHOC CHIP COOKIES"	138
"MURRAY,SOUTHERN KITCHEN,COCNT COOKIES"	148
"MURRAY,SOUTHERN KITCHEN,ICED OATMEAL COOKIES"	135
"MURRAY,SUGAR FREE,CHOC BITES COOKIES"	76
"MURRAY,SUGAR FREE,CHOC CHIP & PECAN COOKIES"	159
"MURRAY,SUGAR FREE,FUDGE DIPPED GRAHAMS"	145
"MURRAY,SUGAR FREE,FUDGE DIPPED MINT COOKIES"	125
"MURRAY,SUGAR FREE,FUDGE DIPPED WAFERS"	151
"MURRAY,SUGAR FREE,PNUT BUTTER COOKIES"	146
"MURRAY,SUGAR FREE,PECAN SHORTBREAD COOKIES"	164
"MURRAY,SUGAR FREE,LEMON CREME SNDWCH COOKIES"	131
"MURRAY,SUGAR FREE,VANILLA CREME SNDWCH COOKIES"	131
"MURRAY,SUGAR FREE,SHORTBREAD COOKIES"	129
"MURRAY,SUGAR FREE,SHORTBREAD BITES"	78
"MURRAY,SUGAR FREE,VANILLA WAFER"	132
"MURRAY,VANILLA SUGAR WAFER"	148
"MURRAY,VANILLA WAFER"	138
"SUNSHINE,CHEEZ-IT,ASIAGO CRACKERS"	151
"SUNSHINE,CHEEZ-IT,BABY SWISS CRACKERS"	151
"SUNSHINE,CHEEZ-IT,BIG CRACKERS"	152
"SUNSHINE,CHEEZ-IT,CHEDDAR JACK CRACKERS"	138
"SUNSHINE,CHEEZ-IT,COLBY CRACKERS"	154
"SUNSHINE,CHEEZ-IT,DUOZ SHARP CHEDDAR PARMESAN CRACKERS"	150
"SUNSHINE,CHEEZ-IT,DUOZ SMOKED CHEDDAR MONTEREY JACK CRACKERS"	152
"SUNSHINE,GRIPZ,CHEEZ-IT CRACKERS"	123
"SUNSHINE,GRIPZ,CHEEZ-IT MIXX & CHEESY PIZZA CRACKERS"	121
"SUNSHINE,CHEEZ-IT,HOT & SPICY CRACKERS"	154
"SUNSHINE,CHEEZ-IT,ITALIAN FOUR CHS CRACKERS"	150
"SUNSHINE,CHEEZ-IT,CRACKERS (MADE W/ WHL GRAIN)"	153
"SUNSHINE,CHEEZ-IT,MOZZARELLA CRACKERS"	150
"SUNSHINE,CHEEZ-IT,PARMESAN GARLIC CRACKERS"	151
"SUNSHINE,CHEEZ-IT,PEPPER JACK CRACKERS"	151
"SUNSHINE,CHEEZ-IT,WHITE CHEDDAR,RED FAT CRACKERS"	133
"SUNSHINE,CHEEZ-IT,100 CAL RIGHT BITES,EX CHEESY PARTY MIX"	99
"SUNSHINE,CHEEZ-IT,100 CAL RIGHT BITES,RED FAT"	95
"SUNSHINE,CHEEZ-IT,SCRABBLE JR. CRACKERS"	140
"SUNSHINE,CHEEZ-IT,SNACK MIX"	131
"SUNSHINE,CHEEZ-IT,SNACK MIX,WHITE CHEDDAR"	142
"KEEBLER,ZESTA,EXPORT SODAS CRACKERS"	58
"AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE"	192
"AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE"	191
"AUSTIN,CHEDDAR CHS ON WAFER CRACKERS,SANDWICH-TYPE"	191
"KELLOGG'S,EGGO MINIS,PANCAKES,BTTRMLK"	276
"KELLOGG'S,EGGO,WAFFLES,CHOC CHIP"	204
"FAMOUS AMOS,CHOC SNDWCH CREME COOKIES"	161
"FAMOUS AMOS,VANILLA SNDWCH CREME COOKIES"	165
"KEEBLER,GRAHAMS,CINN CRISP"	129
"KEEBLER,OATMEAL COOKIES"	139
"KEEBLER,CHS & PNUT BUTTER SNDWCH CRACKERS"	192
"KEEBLER,READY CRUST,GRAHAM PIE CRUST (10""),RED FAT"	99
"KEEBLER,SANDIES,SIMPLY SHORTBREAD COOKIES"	164
"KEEBLER,SUGAR CONES"	49
"MOTHER'S,OLD FASHIONED OATMEAL COOKIES"	127
"MOTHER'S,VANILLA SNDWCH COOKIES"	178
"MURRAY,COOKIE JAR CLASSICS,BUTTER COOKIES"	139
"MURRAY,CHOC CREME SNDWCH COOKIES"	137
"MURRAY,VANILLA CREME SNDWCH COOKIES"	138
"MURRAY,HONEY GRAHAM"	138
"MURRAY,OLD FASHIONED GINGERSNAPS COOKIES"	139
"MURRAY,SOUTHERN KITCHEN,OATMEAL COOKIES"	139
"MURRAY,SUGAR FREE,CHOC CHIP COOKIES"	150
"MURRAY,SUGAR FREE,OATMEAL COOKIES"	144
"MURRAY,SUGAR FREE,CHOC CREME SNDWCH COOKIES"	130
"SUNSHINE,CHEEZ-IT,ORIGINAL CRACKERS"	152
"SUNSHINE,CHEEZ-IT,RED FAT CRACKERS"	135
"SUNSHINE,KRISPY,SOUP & OYSTER CRACKERS (LARGE)"	62
"KEEBLER,ZESTA,SALTINES,ORIGINAL"	63
"KEEBLER,ZESTA,SALTINES W/ WHL WHEAT"	62
"CAMPBELL'S,TOMATO JUC"	51
"CAMPBELL'S, TOMATO JUC,LO NA"	51
"V8 VEG JUC,ORGANIC V8"	49
"CAMPBELL'S,ORGANIC TOMATO JUC"	51
HEALTHY REQUEST TOMATO JUC	51
CAMPBELL'S V8 100% VEG JUC	51
"V8 VEG JUC,ESSENTIAL ANTIOXIDANTS V8"	51
"V8 VEG JUC,CA ENR V8"	51
"V8 VEG JUC,LO NA V8"	51
"V8 VEG JUC,SPICY HOT V8"	51
"PACE,JALAPENOS NACHO SLICED PEPPERS"	4
"PACE,DICED GRN CHILIES"	8
"V8 60% VEG JUC,V8 V-LITE"	34
"V8 VEG JUC,LO NA SPICY HOT"	51
"V8 VEG JUC,HI FIBER V8"	61
"SEAWEED,CANADIAN CULTIVATED EMI-TSUNOMATA,DRY"	13
"SEAWEED,CANADIAN CULTIVATED EMI-TSUNOMATA,REHYDRATED"	8
"RICE,BF FLAVOR,UNPREP"	219
"RICE,BF FLAVOR,PREP W/ 80% MARGARINE"	319
"RICE,RICE PILAF FLAVOR,UNPREP"	244
"RICE,RICE PILAF FLAVOR,PREP W/ 80% MARGARINE"	352
"MACARONI & CHS,BOX MIX W/ CHS SAU,UNPREP"	84
"MACARONI & CHS,BOX MIX W/ CHS SAU,PREP"	310
"AGUTUK,FISH/BERRY W/ SEAL OIL (ICE CREAM) (ALASKA NATIVE)"	0
"AGUTUK,MEAT-CARIBOU (ALASKAN ICE CREAM) (ALASKA NATIVE)"	0
ASCIDIANS (TUNUGHNAK) (ALASKA NATIVE)	0
"BEAR,BLACK,MEAT (ALASKA NATIVE)"	0
"BEAR,POLAR,MEAT,RAW (ALASKA NATIVE)"	0
"WHALE,BELUGA,MEAT,DRIED (ALASKA NATIVE)"	147
"WHALE,BELUGA,EYES (ALASKA NATIVE)"	0
"Whale, beluga, meat, raw (Alaska Native)"	0
"WHALE,BELUGA,FLIPPER,RAW (ALASKA NATIVE)"	0
"WHALE,BELUGA,LIVER,RAW (ALASKA NATIVE)"	0
"OIL,BELUGA,WHALE (ALASKA NATIVE)"	0
"BLACKBERRIES,WILD,RAW (ALASKA NATIVE)"	82
"FISH,BLACKFISH,WHL (ALASKA NATIVE)"	0
"BLUEBERRIES,WILD,FRZ (ALASKA NATIVE)"	0
"CARIBOU,BONE MARROW,RAW (ALASKA NATIVE)"	0
"CARIBOU,EYE,RAW (ALASKA NATIVE)"	0
"CARIBOU,LIVER,RAW (ALASKA NATIVE)"	0
"STEW/SOUP,CARIBOU (ALASKA NATIVE)"	0
"CARIBOU,TONGUE,RAW (ALASKA NATIVE)"	0
"CHITON,LEATHERY,GUMBOOTS (ALASKA NATIVE)"	0
"CLOUDBERRIES,RAW (ALASKA NATIVE)"	0
"COCKLES,RAW (ALASKA NATIVE)"	0
"CRANBERRIES,WILD,BUSH,RAW (ALASKA NATIVE)"	0
"CRANBERRY,LO BUSH OR LINGENBERRY,RAW (ALASKA NATIVE)"	0
"FISH,DEVILFISH,MEAT (ALASKA NATIVE)"	0
"FIREWEED,YOUNG LEAVES,RAW (ALASKA NATIVE)"	0
"FISH,HERRING EGGS ON GIANT KELP,PACIFIC (ALASKA NATIVE)"	0
"FISH,HERRING EGGS,PACIFIC,DRY (ALASKA NATIVE)"	0
"FISH,HERRING EGGS,PACIFIC,PLN (ALASKA NATIVE)"	0
"FISH,HERRING,PACIFIC,FLSH,AIR-DRIED,PACK OIL (ALASKA NATIVE)"	0
"HUCKLEBERRIES,RAW (ALASKA NATIVE)"	0
"FISH,LINGCOD,MEAT,RAW (ALASKA NATIVE)"	0
"FISH,LINGCOD,LIVER (ALASKA NATIVE)"	0
"STEW,MOOSE (ALASKA NATIVE)"	0
"MOOSE,MEAT,RAW (ALASKA NATIVE)"	0
"MASHU ROOTS,RAW (ALASKA NATIVE)"	0
"MOOSE,LIVER,BRSD (ALASKA NATIVE)"	0
"MOUSE NUTS,ROOTS (ALASKA NATIVE)"	0
"MOUSE NUTS,SEEDLINGS (ALASKA NATIVE)"	0
OCTOPUS (ALASKA NATIVE)	0
"SEAL,BEARDED (OOGRUK),MEAT,DRIED (ALASKA NATIVE)"	0
"SEAL,BEARDED (OOGRUK),MEAT,RAW (ALASKA NATIVE)"	0
"OIL,BEARDED SEAL (OOGRUK) (ALASKA NATIVE)"	0
"OOPAH (TUNICATE),WHL ANIMAL (ALASKA NATIVE)"	0
"OWL,HORNED,FLESH,RAW (ALASKA NATIVE)"	0
"FISH,PIKE,NORTHERN,LIVER (ALASKA NATIVE)"	0
"RHUBARB,WILD,LEAVES (ALASKA NATIVE)"	0
"FISH,SALMON,TIPNUK,FERMENTED (ALASKA NATIVE)"	0
"FISH,SALMON,KING,CHINOOK,KIPPERED,CND (ALASKA NATIVE)"	0
"FISH,SALMON,KING,CHINOOK,SMOKED & CND (ALASKA NATIVE)"	0
"FISH,SALMON,KING,CHINOOK,SMOKED,BRINED (ALASKA NATIVE)"	0
"FISH,SALMON,KING,CHINOOK,LIVER (ALASKA NATIVE)"	0
"DUCK,SCOTER,WHITE-WINGED,MEAT (ALASKA NATIVE)"	0
"SEA CUCUMBER,YANE (ALASKA NATIVE)"	0
"SEAL,RINGED,MEAT (ALASKA NATIVE)"	0
"SEAL,RINGED,LIVER (ALASKA NATIVE)"	0
"SOUP,FISH,HOMEMADE (ALASKA NATIVE)"	0
"SOURDOCK,YOUNG LEAVES (ALASKA NATIVE)"	0
"SQUIRREL,GROUND,MEAT (ALASKA NATIVE)"	0
"TEA,TUNDRA,HERB & LABORADOR COMBINATION (ALASKA NATIVE)"	0
"WALRUS,MEAT,DRIED (ALASKA NATIVE)"	0
"DEER (VENISON),SITKA,RAW (ALASKA NATIVE)"	0
"WALRUS,MEAT,RAW (ALASKA NATIVE)"	0
"WALRUS,MEAT & SUBCUTANEOUS FAT RAW (ALASKA NATIVE)"	0
"WALRUS,LIVER,RAW (ALASKA NATIVE)"	0
"OIL,WALRUS (ALASKA NATIVE)"	0
"WHALE,BOWHEAD,SUBCUTANEOUS FAT (BLUBBER) (ALASKA NATIVE)"	0
"WHALE,BOWHEAD,SKN & SUBCUTANEOUS FATMUKTUK(ALASKA NATIVE)"	0
"OIL,WHALE,BOWHEAD (ALASKA NATIVE)"	0
"FISH,WHITEFISH,BROAD,LIVER (ALASKA NATIVE)"	0
"FISH,WHITEFISH,MXD SP,RAW (ALASKA NATIVE)"	0
"FISH,WHITEFISH,HEAD,EYES,CHEEKS & SOFT BONES (ALASKA NATIVE)"	0
"WILLOW,LEAVES IN OIL (ALASKA NATIVE)"	0
"WILLOW,YOUNG LEAVES,CHOPD (ALASKA NATIVE)"	0
"MUSH,BLUE CORN W/ ASH (NAVAJO)"	0
"CORNMEAL,BLUE (NAVAJO)"	0
"MELON,BANANA (NAVAJO)"	0
CHILCHEN (RED BERRY BEVERAGE) (NAVAJO)	0
"CORN,DRIED (NAVAJO)"	0
"CORN,WHITE,STMD (NAVAJO)"	0
"CORNMEAL,WHITE (NAVAJO)"	0
"CORNMEAL,YEL (NAVAJO)"	0
"SQUASH,INDIAN,RAW (NAVAJO)"	0
"SQUASH,INDIAN,CKD,BLD (NAVAJO)"	5
"BREAD,KNEEL DOWN (NAVAJO)"	55
"MUTTON,CKD,RSTD (NAVAJO)"	66
"FRYBREAD,MADE W/ LARD (NAVAJO)"	502
"TORTILLA,INCL PLN & FROM MUTTON SNDWCH (NAVAJO)"	467
"STEW,DUMPLING W/ MUTTON (NAVAJO)"	311
"STEW,HOMINY W/ MUTTON (NAVAJO)"	341
"STEW,MUTTON,CORN,SQUASH (NAVAJO)"	312
TAMALES (NAVAJO)	285
"STEW,STMD CORN (NAVAJO)"	0
"FISH,HALIBUT,RAW,W/ SKN (ALASKA NATIVE)"	0
"FISH,SALMON,COHO (SILVER),RAW (ALASKA NATIVE)"	0
"FISH,SALMON,SOCKEYE (RED),RAW (ALASKA NATIVE)"	0
"FISH,SALMON,CHUM,RAW (ALASKA NATIVE)"	0
"FISH,SALMON,KING (CHINOOK),RAW (ALASKA NATIVE)"	0
"SALMONBERRIES,RAW (ALASKA NATIVE)"	0
"BLUEBERRIES,WILD,RAW (ALASKA NATIVE)"	0
"OIL,SPOTTED SEAL (ALASKA NATIVE)"	0
"FISH,SALMON,RED,CND,BONES REMOVED (ALASKA NATIVE)"	0
"FISH,WHITEFISH,EGGS (ALASKA NATIVE)"	0
"CARIBOU,RUMP MEAT,HALF DRIED (ALASKA NATIVE)"	0
"CARIBOU,SHLDR MEAT,DRIED (ALASKA NATIVE)"	0
"CARIBOU,HIND QUARTER MEAT,RAW (ALASKA NATIVE)"	0
"SEAL,BEARDED (OOGRUK),MEAT,DRIED,IN OIL (ALASKA NATIVE)"	0
"FISH,WHITEFISH,DRIED (ALASKA NATIVE)"	0
"FISH,SALMON,RED,(SOCKEYE),CND,SMOKED (ALASKA NATIVE)"	0
"FISH,SALMON,RED,(SOCKEYE),KIPPERED (ALASKA NATIVE)"	0
"FISH,SALMON,KING,W/ SKN,KIPPERED,(ALASKA NATIVE)"	0
"FISH,SHEEFISH,RAW (ALASKA NATIVE)"	0
"SEAL,BEARDED (OOGRUK),MEAT,LO QUADRANT,RAW (ALASKA NATIVE)"	0
"FISH,SALMON,CHUM,DRIED (ALASKA NATIVE)"	0
"ELK,FREE RANGE,GROUND,CKD PATTIES (SHOSHONE BANNOCK)"	0
"ELK,FREE RANGE,GROUND,RAW (SHOSHONE BANNOCK)"	0
"BUFFALO,FREE RANGE,TOP RND STEAK,RAW (SHOSHONE BANNOCK)"	0
"SEAL,BEARDED (OOGRUK),MEAT,PART DRIED (ALASKA NATIVE)"	0
"BUFFALO,FREE RANGE,TOP RND STEAK,CKD (SHOSHONE BANNOCK)"	0
"ELK,FREE RANGE,RST,EYE OF RND,RAW (SHOSHONE BANNOCK)"	0
"ELK,FREE RANGE,RST,EYE OF RND,CKD (SHOSHONE BANNOCK)"	0
"CHOKECHERRIES,RAW,PITTED (SHOSHONE BANNOCK)"	0
"STEELHEAD TROUT,DRIED,FLESH (SHOSHONE BANNOCK)"	0
"STEELHEAD TROUT,BLD,CND (ALASKA NATIVE)"	0
ACORN STEW (APACHE)	0
"CORN,DRIED,YEL (NORTHERN PLAINS INDIANS)"	119
"SMELT,DRIED (ALASKA NATIVE)"	0
"FRYBREAD,MADE W/ LARD (APACHE)"	0
CORNED BF & POTATOES IN TORTILLA (APACHE)	0
"TENNIS BREAD,PLN (APACHE)"	0
"FISH,HALIBUT,CKD,W/ SKN (ALASKA NATIVE)"	0
"SALMON,RED (SOCKEYE),FILETS W/ SKN,SMOKED (ALASKA NATIVE)"	373
"AGAVE,RAW (SOUTHWEST)"	0
"AGAVE,CKD (SOUTHWEST)"	0
"AGAVE,DRIED (SOUTHWEST)"	0
"CATTAIL,NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS)"	5
"LAMBSQUARTERS,RAW (NORTHERN PLAINS INDIANS)"	0
"LAMBSQUARTERS,STMD (NORTHERN PLAINS INDIANS)"	31
"PLAINS PRICKLYPEAR,RAW (NORTHERN PLAINS INDIANS)"	8
"PLAINS PRICKLYPEAR,BRLD (NORTHERN PLAINS INDIANS)"	7
"PRAIRIE TURNIPS,RAW (NORTHERN PLAINS INDIANS)"	20
"PRAIRIE TURNIPS,BLD (NORTHERN PLAINS INDIANS)"	18
"RASPBERRIES,WILD (NORTHERN PLAINS INDIANS)"	81
"ROSE HIPS,WILD (NORTHERN PLAINS INDIANS)"	206
"CHOKECHERRIES,RAW,PITTED (NORTHERN PLAINS INDIANS)"	249
"STINGING NETTLES,BLANCHED (NORTHERN PLAINS INDIANS)"	37
"PLUMS,WILD (NORTHERN PLAINS INDIANS)"	147
"PINON NUTS,RSTD (NAVAJO)"	0
"CARIBOU,HIND QUARTER,MEAT,CKD (ALASKA NATIVE)"	105
"AGUTUK,FISH W/ SHORTENING (ALASKAN ICE CREAM) (ALASKA NATIVE"	0
"SEA LION,STELLER,LIVER (ALASKA NATIVE)"	0
"SEA LION,STELLER,KIDNEY (ALASKA NATIVE)"	0
"SEA LION,STELLER,HEART (ALASKA NATIVE)"	0
"SEA LION,STELLER,MEAT (ALASKA NATIVE)"	0
"SEA LION,STELLER,MEAT W/ FAT (ALASKA NATIVE)"	0
"SEA LION,STELLER,FAT (ALASKA NATIVE)"	0
"WOCAS,DRIED SEEDS,OR,YELPONDLILY"	102
"HAZELNUTS,BEAKED (NORTHERN PLAINS INDIANS)"	3
"PIKI BREAD,MADE FROM BLUE CORNMEAL (HOPI)"	109
"WOCAS,TUBER,CKD,OR,YEL POND LILY"	0
"STEW,PINTO BEAN & HOMINY,BADUFSUKI (HOPI)"	73
"TAMALES,MASA & PORK FILLING (HOPI)"	190
"TEA,HERBAL,BREWED,HOHOYSI (HOPI)"	0
"TORTILLA,BLUE CORN,SAKWAVIKAVIKI (HOPI)"	157
"BREAD,BLUE CORN,SOMIVIKI (HOPI)"	0
"APPLEBEE'S,9 OZ HOUSE SIRLOIN STEAK"	315
"APPLEBEE'S,DOUBLE CRUNCH SHRIMP"	34
"APPLEBEE'S,FRENCH FR"	540
"APPLEBEE'S,KRAFT,MACARONI & CHS,FROM KID'S MENU"	327
"APPLEBEE'S,MOZZARELLA STKS"	102
